uce,start_pos,end_pos,length,snp_count
UCE0001-XCE0001,54080378,54080713,336,87
UCE0001-XCE0001,53853232,53853567,336,100
UCE0001-XCE0001,54104850,54105185,336,109
UCE0001-XCE0001,53961639,53961974,336,100
UCE0001-XCE0001,53790260,53790595,336,88
UCE0001-XCE0001,53805720,53806055,336,88
UCE0001-XCE0001,54110853,54111188,336,98
UCE0001-XCE0001,53938496,53938831,336,111
UCE0001-XCE0001,53947498,53947833,336,90
UCE0001-XCE0001,53883782,53884117,336,83
UCE0001-XCE0001,53788986,53789321,336,118
UCE0001-XCE0001,53944291,53944626,336,102
UCE0001-XCE0001,54092276,54092611,336,109
UCE0001-XCE0001,53728103,53728438,336,0
UCE0001-XCE0001,54130190,54130525,336,95
UCE0001-XCE0001,53721196,53721531,336,0
UCE0001-XCE0001,53948824,53949159,336,110
UCE0001-XCE0001,53983948,53984283,336,163
UCE0001-XCE0001,53993224,53993559,336,89
UCE0001-XCE0001,53936138,53936473,336,101
UCE0001-XCE0001,53870297,53870632,336,97
UCE0001-XCE0001,54082612,54082947,336,113
UCE0001-XCE0001,54151748,54152083,336,94
UCE0001-XCE0001,54090723,54091058,336,107
UCE0001-XCE0001,53983595,53983930,336,94
UCE0001-XCE0001,54096067,54096402,336,115
UCE0001-XCE0001,54068908,54069243,336,99
UCE0001-XCE0001,54000090,54000425,336,96
UCE0001-XCE0001,54020646,54020981,336,85
UCE0001-XCE0001,53740992,53741327,336,94
UCE0001-XCE0001,53757687,53758022,336,84
UCE0001-XCE0001,53732429,53732764,336,0
UCE0001-XCE0001,53867404,53867739,336,103
UCE0001-XCE0001,53817004,53817339,336,105
UCE0001-XCE0001,53828655,53828990,336,84
UCE0001-XCE0001,54006985,54007320,336,100
UCE0001-XCE0001,53816689,53817024,336,99
UCE0001-XCE0001,53998280,53998615,336,102
UCE0001-XCE0001,53976214,53976549,336,99
UCE0001-XCE0001,54108109,54108444,336,98
UCE0001-XCE0001,53842857,53843192,336,100
UCE0001-XCE0001,54047465,54047800,336,108
UCE0001-XCE0001,54092434,54092769,336,100
UCE0001-XCE0001,53930069,53930404,336,101
UCE0001-XCE0001,54158088,54158423,336,0
UCE0001-XCE0001,53867697,53868032,336,112
UCE0001-XCE0001,53814784,53815119,336,84
UCE0001-XCE0001,54099250,54099585,336,95
UCE0001-XCE0001,53876014,53876349,336,99
UCE0001-XCE0001,53969388,53969723,336,103
UCE0001-XCE0001,53791451,53791786,336,92
UCE0001-XCE0001,53844114,53844449,336,89
UCE0001-XCE0001,53818185,53818520,336,107
UCE0001-XCE0001,53917771,53918106,336,98
UCE0001-XCE0001,53963817,53964152,336,112
UCE0001-XCE0001,53936683,53937018,336,110
UCE0001-XCE0001,54033406,54033741,336,99
UCE0001-XCE0001,53769086,53769421,336,105
UCE0001-XCE0001,53985084,53985419,336,99
UCE0001-XCE0001,53945230,53945565,336,115
UCE0001-XCE0001,54013278,54013613,336,111
UCE0001-XCE0001,53850886,53851221,336,108
UCE0001-XCE0001,54039549,54039884,336,104
UCE0001-XCE0001,54095534,54095869,336,103
UCE0001-XCE0001,54148271,54148606,336,117
UCE0001-XCE0001,54013232,54013567,336,118
UCE0001-XCE0001,54084704,54085039,336,95
UCE0001-XCE0001,54102178,54102513,336,101
UCE0001-XCE0001,54113589,54113924,336,122
UCE0001-XCE0001,53943425,53943760,336,135
UCE0001-XCE0001,53710293,53710628,336,0
UCE0001-XCE0001,53880525,53880860,336,112
UCE0001-XCE0001,54134938,54135273,336,112
UCE0001-XCE0001,54123632,54123967,336,106
UCE0001-XCE0001,53768283,53768618,336,95
UCE0001-XCE0001,54077679,54078014,336,36
UCE0001-XCE0001,53874052,53874387,336,91
UCE0001-XCE0001,54089867,54090202,336,79
UCE0001-XCE0001,53946884,53947219,336,103
UCE0001-XCE0001,53749637,53749972,336,103
UCE0001-XCE0001,54054970,54055305,336,97
UCE0001-XCE0001,53900944,53901279,336,97
UCE0001-XCE0001,53958945,53959280,336,104
UCE0001-XCE0001,53708559,53708894,336,0
UCE0001-XCE0001,53822656,53822991,336,87
UCE0001-XCE0001,53843339,53843674,336,83
UCE0001-XCE0001,54027926,54028261,336,106
UCE0001-XCE0001,54082365,54082700,336,113
UCE0001-XCE0001,53738281,53738616,336,102
UCE0001-XCE0001,54106196,54106531,336,92
UCE0001-XCE0001,53988655,53988990,336,118
UCE0001-XCE0001,54012393,54012728,336,92
UCE0001-XCE0001,53735535,53735870,336,0
UCE0001-XCE0001,53815081,53815416,336,93
UCE0001-XCE0001,53770042,53770377,336,102
UCE0001-XCE0001,53921501,53921836,336,91
UCE0001-XCE0001,53984773,53985108,336,110
UCE0001-XCE0001,53742068,53742403,336,103
UCE0001-XCE0001,54050759,54051094,336,97
UCE0001-XCE0001,53749879,53750214,336,109
UCE0001-XCE0001,53773245,53773580,336,149
UCE0001-XCE0001,53912840,53913175,336,105
UCE0001-XCE0001,53986890,53987225,336,94
UCE0001-XCE0001,53746259,53746594,336,94
UCE0001-XCE0001,53751634,53751969,336,101
UCE0001-XCE0001,54073512,54073847,336,96
UCE0001-XCE0001,53722591,53722926,336,0
UCE0001-XCE0001,53890367,53890702,336,108
UCE0001-XCE0001,53903441,53903776,336,109
UCE0001-XCE0001,53885789,53886124,336,125
UCE0001-XCE0001,54074901,54075236,336,91
UCE0001-XCE0001,53807074,53807409,336,96
UCE0001-XCE0001,53836074,53836409,336,94
UCE0001-XCE0001,53730641,53730976,336,0
UCE0001-XCE0001,53839647,53839982,336,99
UCE0001-XCE0001,54148916,54149251,336,90
UCE0001-XCE0001,53831307,53831642,336,92
UCE0001-XCE0001,53833456,53833791,336,106
UCE0001-XCE0001,53788834,53789169,336,110
UCE0001-XCE0001,54024837,54025172,336,104
UCE0001-XCE0001,53742227,53742562,336,91
UCE0001-XCE0001,53828780,53829115,336,90
UCE0001-XCE0001,53756442,53756777,336,104
UCE0001-XCE0001,53749779,53750114,336,101
UCE0001-XCE0001,53843587,53843922,336,92
UCE0001-XCE0001,53877041,53877376,336,105
UCE0001-XCE0001,54149973,54150308,336,110
UCE0001-XCE0001,54019603,54019938,336,119
UCE0001-XCE0001,53798820,53799155,336,103
UCE0001-XCE0001,53807936,53808271,336,105
UCE0001-XCE0001,53938372,53938707,336,120
UCE0001-XCE0001,54114545,54114880,336,103
UCE0001-XCE0001,53706343,53706678,336,0
UCE0001-XCE0001,54155413,54155748,336,130
UCE0001-XCE0001,54047640,54047975,336,107
UCE0001-XCE0001,54133711,54134046,336,108
UCE0001-XCE0001,54032296,54032631,336,96
UCE0001-XCE0001,53793839,53794174,336,119
UCE0001-XCE0001,54100504,54100839,336,84
UCE0001-XCE0001,53785404,53785739,336,101
UCE0001-XCE0001,53747427,53747762,336,114
UCE0001-XCE0001,54119500,54119835,336,96
UCE0001-XCE0001,53714405,53714740,336,0
UCE0001-XCE0001,54155631,54155966,336,110
UCE0001-XCE0001,53827178,53827513,336,86
UCE0001-XCE0001,53715027,53715362,336,0
UCE0001-XCE0001,53840818,53841153,336,89
UCE0001-XCE0001,53838903,53839238,336,99
UCE0001-XCE0001,53724674,53725009,336,0
UCE0001-XCE0001,53784277,53784612,336,106
UCE0001-XCE0001,54083392,54083727,336,106
UCE0001-XCE0001,53712830,53713165,336,0
UCE0001-XCE0001,53965177,53965512,336,128
UCE0001-XCE0001,53878782,53879117,336,103
UCE0001-XCE0001,53752623,53752958,336,109
UCE0001-XCE0001,53759018,53759353,336,93
UCE0001-XCE0001,53978824,53979159,336,105
UCE0001-XCE0001,53871274,53871609,336,108
UCE0001-XCE0001,53857425,53857760,336,108
UCE0001-XCE0001,54063512,54063847,336,83
UCE0001-XCE0001,54144868,54145203,336,102
UCE0001-XCE0001,54149355,54149690,336,98
UCE0001-XCE0001,53758545,53758880,336,101
UCE0001-XCE0001,53852525,53852860,336,94
UCE0001-XCE0001,53948341,53948676,336,114
UCE0001-XCE0001,54153131,54153466,336,101
UCE0001-XCE0001,53771692,53772027,336,112
UCE0001-XCE0001,53820145,53820480,336,95
UCE0001-XCE0001,53783507,53783842,336,103
UCE0001-XCE0001,54097601,54097936,336,113
UCE0001-XCE0001,53847734,53848069,336,81
UCE0001-XCE0001,53749334,53749669,336,103
UCE0001-XCE0001,53985967,53986302,336,84
UCE0001-XCE0001,53781627,53781962,336,97
UCE0001-XCE0001,53780580,53780915,336,87
UCE0001-XCE0001,54008361,54008696,336,80
UCE0001-XCE0001,54023740,54024075,336,106
UCE0001-XCE0001,53936423,53936758,336,103
UCE0001-XCE0001,53933737,53934072,336,94
UCE0001-XCE0001,54065979,54066314,336,91
UCE0001-XCE0001,54056734,54057069,336,94
UCE0001-XCE0001,53821992,53822327,336,109
UCE0001-XCE0001,53949330,53949665,336,106
UCE0001-XCE0001,54035091,54035426,336,95
UCE0001-XCE0001,53907422,53907757,336,89
UCE0001-XCE0001,53897649,53897984,336,97
UCE0001-XCE0001,54011366,54011701,336,100
UCE0001-XCE0001,53796819,53797154,336,105
UCE0001-XCE0001,54103965,54104300,336,97
UCE0001-XCE0001,54111409,54111744,336,105
UCE0001-XCE0001,53765472,53765807,336,131
UCE0001-XCE0001,53971357,53971692,336,102
UCE0001-XCE0001,53832969,53833304,336,80
UCE0001-XCE0001,54025021,54025356,336,112
UCE0001-XCE0001,53718627,53718962,336,0
UCE0001-XCE0001,53942581,53942916,336,105
UCE0001-XCE0001,54062812,54063147,336,82
UCE0001-XCE0001,53874614,53874949,336,104
UCE0001-XCE0001,54105306,54105641,336,108
UCE0001-XCE0001,53948498,53948833,336,101
UCE0001-XCE0001,53705742,53706077,336,0
UCE0001-XCE0001,53856299,53856634,336,95
UCE0001-XCE0001,53972242,53972577,336,97
UCE0001-XCE0001,53825804,53826139,336,152
UCE0001-XCE0001,53979510,53979845,336,89
UCE0001-XCE0001,53732804,53733139,336,0
UCE0001-XCE0001,54073248,54073583,336,94
UCE0001-XCE0001,53799871,53800206,336,100
UCE0001-XCE0001,53807156,53807491,336,95
UCE0001-XCE0001,54116338,54116673,336,98
UCE0001-XCE0001,54073939,54074274,336,88
UCE0001-XCE0001,53753118,53753453,336,129
UCE0001-XCE0001,54079716,54080051,336,102
UCE0001-XCE0001,54059513,54059848,336,107
UCE0001-XCE0001,53924317,53924652,336,85
UCE0001-XCE0001,53750230,53750565,336,80
UCE0001-XCE0001,54155088,54155423,336,100
UCE0001-XCE0001,53989263,53989598,336,102
UCE0001-XCE0001,53789183,53789518,336,111
UCE0001-XCE0001,53799538,53799873,336,107
UCE0001-XCE0001,53795140,53795475,336,110
UCE0001-XCE0001,53967042,53967377,336,84
UCE0001-XCE0001,53718483,53718818,336,0
UCE0001-XCE0001,53742743,53743078,336,85
UCE0001-XCE0001,54143478,54143813,336,110
UCE0001-XCE0001,54048126,54048461,336,103
UCE0001-XCE0001,54051524,54051859,336,99
UCE0001-XCE0001,53763879,53764214,336,81
UCE0001-XCE0001,53964319,53964654,336,102
UCE0001-XCE0001,54078451,54078786,336,92
UCE0001-XCE0001,53956708,53957043,336,105
UCE0001-XCE0001,53927995,53928330,336,87
UCE0001-XCE0001,53814445,53814780,336,104
UCE0001-XCE0001,53849653,53849988,336,131
UCE0001-XCE0001,53843917,53844252,336,100
UCE0001-XCE0001,53847689,53848024,336,89
UCE0001-XCE0001,53850723,53851058,336,120
UCE0001-XCE0001,54141493,54141828,336,103
UCE0001-XCE0001,53855351,53855686,336,90
UCE0001-XCE0001,54037889,54038224,336,100
UCE0001-XCE0001,54083054,54083389,336,112
UCE0001-XCE0001,54001452,54001787,336,117
UCE0001-XCE0001,54043330,54043665,336,100
UCE0001-XCE0001,53852656,53852991,336,89
UCE0001-XCE0001,53975535,53975870,336,101
UCE0001-XCE0001,53994174,53994509,336,120
UCE0001-XCE0001,54083811,54084146,336,99
UCE0001-XCE0001,54118534,54118869,336,104
UCE0001-XCE0001,53826126,53826461,336,85
UCE0001-XCE0001,54026468,54026803,336,120
UCE0001-XCE0001,53880392,53880727,336,112
UCE0001-XCE0001,53848292,53848627,336,96
UCE0001-XCE0001,54072652,54072987,336,98
UCE0001-XCE0001,54133670,54134005,336,115
UCE0001-XCE0001,54003542,54003877,336,107
UCE0001-XCE0001,53817769,53818104,336,109
UCE0001-XCE0001,53724436,53724771,336,0
UCE0001-XCE0001,53880104,53880439,336,95
UCE0001-XCE0001,54105923,54106258,336,89
UCE0001-XCE0001,53861561,53861896,336,98
UCE0001-XCE0001,54154128,54154463,336,99
UCE0001-XCE0001,53970396,53970731,336,101
UCE0001-XCE0001,54089929,54090264,336,79
UCE0001-XCE0001,53779537,53779872,336,99
UCE0001-XCE0001,53768238,53768573,336,89
UCE0001-XCE0001,53859513,53859848,336,128
UCE0001-XCE0001,53742420,53742755,336,100
UCE0001-XCE0001,53879917,53880252,336,107
UCE0001-XCE0001,53736581,53736916,336,112
UCE0001-XCE0001,53814028,53814363,336,101
UCE0001-XCE0001,53871858,53872193,336,97
UCE0001-XCE0001,53978262,53978597,336,92
UCE0001-XCE0001,54035325,54035660,336,91
UCE0001-XCE0001,53813365,53813700,336,100
UCE0001-XCE0001,54109806,54110141,336,117
UCE0001-XCE0001,53791842,53792177,336,89
UCE0001-XCE0001,53935287,53935622,336,99
UCE0001-XCE0001,54123299,54123634,336,86
UCE0001-XCE0001,54092858,54093193,336,110
UCE0001-XCE0001,54053332,54053667,336,109
UCE0001-XCE0001,53754299,53754634,336,110
UCE0001-XCE0001,54121882,54122217,336,98
UCE0001-XCE0001,53990397,53990732,336,105
UCE0001-XCE0001,53895485,53895820,336,109
UCE0001-XCE0001,54156634,54156969,336,0
UCE0001-XCE0001,53717891,53718226,336,0
UCE0001-XCE0001,53879022,53879357,336,99
UCE0001-XCE0001,54125201,54125536,336,91
UCE0001-XCE0001,53993708,53994043,336,93
UCE0001-XCE0001,54095137,54095472,336,93
UCE0001-XCE0001,53782999,53783334,336,82
UCE0001-XCE0001,53980318,53980653,336,100
UCE0001-XCE0001,53952948,53953283,336,83
UCE0001-XCE0001,54102542,54102877,336,103
UCE0001-XCE0001,53933774,53934109,336,94
UCE0001-XCE0001,53788874,53789209,336,114
UCE0001-XCE0001,53708148,53708483,336,0
UCE0001-XCE0001,53995009,53995344,336,102
UCE0001-XCE0001,53917249,53917584,336,136
UCE0001-XCE0001,54110373,54110708,336,99
UCE0001-XCE0001,54068764,54069099,336,85
UCE0001-XCE0001,53741802,53742137,336,94
UCE0001-XCE0001,53823082,53823417,336,90
UCE0001-XCE0001,53821360,53821695,336,109
UCE0001-XCE0001,54042757,54043092,336,126
UCE0001-XCE0001,53954801,53955136,336,88
UCE0001-XCE0001,54072440,54072775,336,105
UCE0001-XCE0001,53742016,53742351,336,102
UCE0001-XCE0001,54115242,54115577,336,130
UCE0001-XCE0001,53947744,53948079,336,138
UCE0001-XCE0001,54010284,54010619,336,100
UCE0001-XCE0001,54110318,54110653,336,97
UCE0001-XCE0001,53935044,53935379,336,90
UCE0001-XCE0001,54082761,54083096,336,106
UCE0001-XCE0001,53906128,53906463,336,106
UCE0001-XCE0001,54024369,54024704,336,96
UCE0001-XCE0001,53748103,53748438,336,105
UCE0001-XCE0001,54003761,54004096,336,116
UCE0001-XCE0001,54148218,54148553,336,117
UCE0001-XCE0001,54027716,54028051,336,99
UCE0001-XCE0001,53920644,53920979,336,116
UCE0001-XCE0001,54113191,54113526,336,108
UCE0001-XCE0001,53802071,53802406,336,85
UCE0001-XCE0001,53881160,53881495,336,95
UCE0001-XCE0001,54071202,54071537,336,80
UCE0001-XCE0001,54118755,54119090,336,89
UCE0001-XCE0001,53838095,53838430,336,108
UCE0001-XCE0001,54133262,54133597,336,111
UCE0001-XCE0001,54151947,54152282,336,109
UCE0001-XCE0001,54081792,54082127,336,142
UCE0001-XCE0001,53942045,53942380,336,99
UCE0001-XCE0001,53966098,53966433,336,102
UCE0001-XCE0001,53867008,53867343,336,101
UCE0001-XCE0001,53995009,53995344,336,102
UCE0001-XCE0001,53813815,53814150,336,97
UCE0001-XCE0001,54049176,54049511,336,108
UCE0001-XCE0001,54079757,54080092,336,99
UCE0001-XCE0001,54073783,54074118,336,98
UCE0001-XCE0001,54017245,54017580,336,88
UCE0001-XCE0001,53777644,53777979,336,94
UCE0001-XCE0001,53857464,53857799,336,107
UCE0001-XCE0001,54101155,54101490,336,89
UCE0001-XCE0001,54094901,54095236,336,105
UCE0001-XCE0001,54032097,54032432,336,97
UCE0001-XCE0001,53968463,53968798,336,105
UCE0001-XCE0001,54142410,54142745,336,112
UCE0001-XCE0001,53970949,53971284,336,100
UCE0001-XCE0001,54110432,54110767,336,97
UCE0001-XCE0001,54150173,54150508,336,115
UCE0001-XCE0001,53806887,53807222,336,102
UCE0001-XCE0001,53777635,53777970,336,94
UCE0001-XCE0001,53726843,53727178,336,0
UCE0001-XCE0001,53709567,53709902,336,0
UCE0001-XCE0001,53735183,53735518,336,0
UCE0001-XCE0001,53860180,53860515,336,120
UCE0001-XCE0001,53892863,53893198,336,104
UCE0001-XCE0001,53952949,53953284,336,83
UCE0001-XCE0001,54002730,54003065,336,88
UCE0001-XCE0001,54065041,54065376,336,94
UCE0001-XCE0001,53999807,54000142,336,123
UCE0001-XCE0001,53893546,53893881,336,94
UCE0001-XCE0001,54073993,54074328,336,85
UCE0001-XCE0001,53944139,53944474,336,104
UCE0001-XCE0001,53764789,53765124,336,94
UCE0001-XCE0001,53921479,53921814,336,88
UCE0001-XCE0001,53978400,53978735,336,89
UCE0001-XCE0001,53965593,53965928,336,110
UCE0001-XCE0001,53841152,53841487,336,94
UCE0001-XCE0001,54104235,54104570,336,94
UCE0001-XCE0001,53912713,53913048,336,107
UCE0001-XCE0001,53838927,53839262,336,96
UCE0001-XCE0001,53802374,53802709,336,89
UCE0001-XCE0001,54084489,54084824,336,92
UCE0001-XCE0001,53913532,53913867,336,109
UCE0001-XCE0001,54139352,54139687,336,85
UCE0001-XCE0001,53878897,53879232,336,93
UCE0001-XCE0001,53997567,53997902,336,109
UCE0001-XCE0001,53910662,53910997,336,108
UCE0001-XCE0001,53972840,53973175,336,121
UCE0001-XCE0001,54022980,54023315,336,94
UCE0001-XCE0001,53757970,53758305,336,104
UCE0001-XCE0001,53736981,53737316,336,119
UCE0001-XCE0001,53947440,53947775,336,87
UCE0001-XCE0001,54002204,54002539,336,110
UCE0001-XCE0001,53754180,53754515,336,98
UCE0001-XCE0001,53925335,53925670,336,97
UCE0001-XCE0001,53849235,53849570,336,121
UCE0001-XCE0001,53702368,53702703,336,0
UCE0001-XCE0001,53936760,53937095,336,106
UCE0001-XCE0001,53872133,53872468,336,102
UCE0001-XCE0001,53909891,53910226,336,93
UCE0001-XCE0001,53965049,53965384,336,130
UCE0001-XCE0001,53896877,53897212,336,88
UCE0001-XCE0001,53895771,53896106,336,106
UCE0001-XCE0001,53817269,53817604,336,137
UCE0001-XCE0001,53949653,53949988,336,89
UCE0001-XCE0001,53999125,53999460,336,120
UCE0001-XCE0001,54094199,54094534,336,80
UCE0001-XCE0001,54016185,54016520,336,97
UCE0001-XCE0001,54045390,54045725,336,111
UCE0001-XCE0001,53778969,53779304,336,94
UCE0001-XCE0001,53854280,53854615,336,116
UCE0001-XCE0001,53704732,53705067,336,0
UCE0001-XCE0001,54056835,54057170,336,91
UCE0001-XCE0001,53845530,53845865,336,107
UCE0001-XCE0001,53896598,53896933,336,93
UCE0001-XCE0001,54009370,54009705,336,98
UCE0001-XCE0001,53733135,53733470,336,0
UCE0001-XCE0001,53983639,53983974,336,97
UCE0001-XCE0001,53887641,53887976,336,114
UCE0001-XCE0001,53904546,53904881,336,85
UCE0001-XCE0001,53866124,53866459,336,92
UCE0001-XCE0001,54024846,54025181,336,102
UCE0001-XCE0001,53769428,53769763,336,86
UCE0001-XCE0001,54046690,54047025,336,103
UCE0001-XCE0001,53741003,53741338,336,96
UCE0001-XCE0001,54048609,54048944,336,117
UCE0001-XCE0001,53852255,53852590,336,93
UCE0001-XCE0001,53775401,53775736,336,84
UCE0001-XCE0001,53904771,53905106,336,86
UCE0001-XCE0001,54103010,54103345,336,96
UCE0001-XCE0001,53797311,53797646,336,97
UCE0001-XCE0001,53961724,53962059,336,108
UCE0001-XCE0001,53873343,53873678,336,109
UCE0001-XCE0001,54009323,54009658,336,95
UCE0001-XCE0001,54072206,54072541,336,83
UCE0001-XCE0001,53808716,53809051,336,93
UCE0001-XCE0001,53789617,53789952,336,91
UCE0001-XCE0001,54081200,54081535,336,80
UCE0001-XCE0001,53732922,53733257,336,0
UCE0001-XCE0001,54024777,54025112,336,102
UCE0001-XCE0001,53800996,53801331,336,94
UCE0001-XCE0001,54020127,54020462,336,125
UCE0001-XCE0001,53803000,53803335,336,101
UCE0001-XCE0001,53809986,53810321,336,107
UCE0001-XCE0001,53895881,53896216,336,108
UCE0001-XCE0001,54142941,54143276,336,90
UCE0001-XCE0001,53883659,53883994,336,85
UCE0001-XCE0001,54156005,54156340,336,114
UCE0001-XCE0001,53876557,53876892,336,101
UCE0001-XCE0001,53753143,53753478,336,125
UCE0001-XCE0001,53965525,53965860,336,101
UCE0001-XCE0001,53927768,53928103,336,88
UCE0001-XCE0001,54143396,54143731,336,108
UCE0001-XCE0001,53795803,53796138,336,93
UCE0001-XCE0001,54146246,54146581,336,99
UCE0001-XCE0001,53754152,53754487,336,100
UCE0001-XCE0001,54153105,54153440,336,101
UCE0001-XCE0001,53881563,53881898,336,116
UCE0001-XCE0001,53870732,53871067,336,111
UCE0001-XCE0001,54081336,54081671,336,82
UCE0001-XCE0001,54145702,54146037,336,131
UCE0001-XCE0001,53978878,53979213,336,103
UCE0001-XCE0001,53782084,53782419,336,93
UCE0001-XCE0001,53983477,53983812,336,95
UCE0001-XCE0001,53867920,53868255,336,140
UCE0001-XCE0001,53883966,53884301,336,91
UCE0001-XCE0001,53736234,53736569,336,106
UCE0001-XCE0001,53897070,53897405,336,88
UCE0001-XCE0001,53961298,53961633,336,98
UCE0001-XCE0001,53783707,53784042,336,92
UCE0001-XCE0001,54143068,54143403,336,103
UCE0001-XCE0001,53716357,53716692,336,0
UCE0001-XCE0001,53803888,53804223,336,88
UCE0001-XCE0001,53879537,53879872,336,87
UCE0001-XCE0001,54009104,54009439,336,88
UCE0001-XCE0001,54066206,54066541,336,82
UCE0001-XCE0001,53935750,53936085,336,81
UCE0001-XCE0001,54100159,54100494,336,87
UCE0001-XCE0001,53773264,53773599,336,148
UCE0001-XCE0001,53789742,53790077,336,93
UCE0001-XCE0001,53873025,53873360,336,101
UCE0001-XCE0001,54123255,54123590,336,79
UCE0001-XCE0001,53827437,53827772,336,93
UCE0001-XCE0001,53793522,53793857,336,125
UCE0001-XCE0001,53714271,53714606,336,0
UCE0001-XCE0001,54043921,54044256,336,99
UCE0001-XCE0001,53757650,53757985,336,85
UCE0001-XCE0001,54029663,54029998,336,85
UCE0001-XCE0001,53979764,53980099,336,95
UCE0001-XCE0001,53801082,53801417,336,92
UCE0001-XCE0001,53969936,53970271,336,98
UCE0001-XCE0001,54023108,54023443,336,100
UCE0001-XCE0001,53890551,53890886,336,95
UCE0001-XCE0001,53883085,53883420,336,77
UCE0001-XCE0001,53879551,53879886,336,89
UCE0001-XCE0001,53973413,53973748,336,105
UCE0001-XCE0001,53943086,53943421,336,104
UCE0001-XCE0001,53877974,53878309,336,112
UCE0001-XCE0001,54023928,54024263,336,107
UCE0001-XCE0001,53829357,53829692,336,111
UCE0001-XCE0001,54052808,54053143,336,95
UCE0001-XCE0001,53765013,53765348,336,84
UCE0001-XCE0001,54071981,54072316,336,74
UCE0001-XCE0001,53885686,53886021,336,113
UCE0001-XCE0001,54035829,54036164,336,99
UCE0001-XCE0001,54127429,54127764,336,99
UCE0001-XCE0001,53735493,53735828,336,0
UCE0001-XCE0001,53981958,53982293,336,97
UCE0001-XCE0001,54128601,54128936,336,123
UCE0001-XCE0001,53986079,53986414,336,80
UCE0001-XCE0001,53713252,53713587,336,0
UCE0001-XCE0001,53908849,53909184,336,92
UCE0001-XCE0001,53810911,53811246,336,100
UCE0001-XCE0001,54054998,54055333,336,102
UCE0001-XCE0001,54103172,54103507,336,92
UCE0001-XCE0001,54043569,54043904,336,105
UCE0001-XCE0001,54052255,54052590,336,139
UCE0001-XCE0001,54130132,54130467,336,95
UCE0001-XCE0001,53974872,53975207,336,103
UCE0001-XCE0001,53845724,53846059,336,97
UCE0001-XCE0001,53718746,53719081,336,0
UCE0001-XCE0001,54043428,54043763,336,106
UCE0001-XCE0001,54053834,54054169,336,93
UCE0001-XCE0001,53743352,53743687,336,87
UCE0001-XCE0001,53711946,53712281,336,0
UCE0001-XCE0001,53756784,53757119,336,93
UCE0001-XCE0001,53832203,53832538,336,102
UCE0001-XCE0001,54138244,54138579,336,117
UCE0001-XCE0001,54040305,54040640,336,87
UCE0001-XCE0001,53922988,53923323,336,119
UCE0001-XCE0001,53755322,53755657,336,92
UCE0001-XCE0001,53852982,53853317,336,114
UCE0001-XCE0001,53871691,53872026,336,95
UCE0001-XCE0001,53874830,53875165,336,117
UCE0001-XCE0001,53965059,53965394,336,129
UCE0001-XCE0001,54059353,54059688,336,111
UCE0001-XCE0001,54157645,54157980,336,0
UCE0001-XCE0001,54051789,54052124,336,90
UCE0001-XCE0001,54066104,54066439,336,87
UCE0001-XCE0001,53879044,53879379,336,103
UCE0001-XCE0001,53836216,53836551,336,88
UCE0001-XCE0001,53998182,53998517,336,93
UCE0001-XCE0001,54146777,54147112,336,113
UCE0001-XCE0001,53962119,53962454,336,94
UCE0001-XCE0001,53963472,53963807,336,104
UCE0001-XCE0001,53710982,53711317,336,0
UCE0001-XCE0001,54156163,54156498,336,57
