uce,start_pos,end_pos,length,snp_count
UCE0005-XCE0005,53782962,53783290,329,87
UCE0005-XCE0005,54031215,54031543,329,120
UCE0005-XCE0005,54038487,54038815,329,105
UCE0005-XCE0005,53826287,53826615,329,87
UCE0005-XCE0005,54098184,54098512,329,71
UCE0005-XCE0005,53995491,53995819,329,96
UCE0005-XCE0005,53893503,53893831,329,93
UCE0005-XCE0005,53719026,53719354,329,0
UCE0005-XCE0005,53877073,53877401,329,101
UCE0005-XCE0005,53780112,53780440,329,99
UCE0005-XCE0005,54100824,54101152,329,106
UCE0005-XCE0005,53721422,53721750,329,0
UCE0005-XCE0005,53708011,53708339,329,0
UCE0005-XCE0005,54104055,54104383,329,97
UCE0005-XCE0005,53956527,53956855,329,104
UCE0005-XCE0005,53913411,53913739,329,101
UCE0005-XCE0005,54117620,54117948,329,99
UCE0005-XCE0005,53712619,53712947,329,0
UCE0005-XCE0005,53937589,53937917,329,98
UCE0005-XCE0005,54068270,54068598,329,106
UCE0005-XCE0005,53969844,53970172,329,90
UCE0005-XCE0005,53905528,53905856,329,119
UCE0005-XCE0005,53831491,53831819,329,100
UCE0005-XCE0005,53742690,53743018,329,84
UCE0005-XCE0005,54129665,54129993,329,95
UCE0005-XCE0005,53719954,53720282,329,0
UCE0005-XCE0005,53787064,53787392,329,97
UCE0005-XCE0005,54088653,54088981,329,114
UCE0005-XCE0005,53768695,53769023,329,95
UCE0005-XCE0005,54000898,54001226,329,113
UCE0005-XCE0005,54081071,54081399,329,86
UCE0005-XCE0005,53725859,53726187,329,0
UCE0005-XCE0005,54128981,54129309,329,104
UCE0005-XCE0005,53740347,53740675,329,104
UCE0005-XCE0005,53774520,53774848,329,85
UCE0005-XCE0005,53873279,53873607,329,102
UCE0005-XCE0005,54053710,54054038,329,90
UCE0005-XCE0005,54121093,54121421,329,98
UCE0005-XCE0005,53801481,53801809,329,93
UCE0005-XCE0005,53867486,53867814,329,98
UCE0005-XCE0005,53711733,53712061,329,0
UCE0005-XCE0005,54026741,54027069,329,101
UCE0005-XCE0005,53810972,53811300,329,98
UCE0005-XCE0005,54067019,54067347,329,89
UCE0005-XCE0005,53995262,53995590,329,89
UCE0005-XCE0005,53722464,53722792,329,0
UCE0005-XCE0005,53994351,53994679,329,117
UCE0005-XCE0005,53874188,53874516,329,98
UCE0005-XCE0005,54055475,54055803,329,111
UCE0005-XCE0005,53907162,53907490,329,106
UCE0005-XCE0005,53998784,53999112,329,112
UCE0005-XCE0005,53778409,53778737,329,89
UCE0005-XCE0005,53957622,53957950,329,105
UCE0005-XCE0005,53842938,53843266,329,97
UCE0005-XCE0005,53881760,53882088,329,94
UCE0005-XCE0005,53917726,53918054,329,98
UCE0005-XCE0005,53798679,53799007,329,99
UCE0005-XCE0005,53870463,53870791,329,87
UCE0005-XCE0005,54088000,54088328,329,98
UCE0005-XCE0005,53901426,53901754,329,117
UCE0005-XCE0005,53828002,53828330,329,96
UCE0005-XCE0005,53777454,53777782,329,90
UCE0005-XCE0005,53707819,53708147,329,0
UCE0005-XCE0005,53925072,53925400,329,108
UCE0005-XCE0005,53762725,53763053,329,91
UCE0005-XCE0005,54151445,54151773,329,106
UCE0005-XCE0005,53964607,53964935,329,89
UCE0005-XCE0005,54149558,54149886,329,108
UCE0005-XCE0005,54090879,54091207,329,107
UCE0005-XCE0005,53892745,53893073,329,96
UCE0005-XCE0005,53729476,53729804,329,0
UCE0005-XCE0005,53812667,53812995,329,104
UCE0005-XCE0005,53734415,53734743,329,0
UCE0005-XCE0005,54056819,54057147,329,90
UCE0005-XCE0005,53914486,53914814,329,100
UCE0005-XCE0005,53918669,53918997,329,114
UCE0005-XCE0005,54045182,54045510,329,101
UCE0005-XCE0005,53734657,53734985,329,0
UCE0005-XCE0005,54039159,54039487,329,95
UCE0005-XCE0005,54057630,54057958,329,94
UCE0005-XCE0005,53909247,53909575,329,92
UCE0005-XCE0005,54043566,54043894,329,102
UCE0005-XCE0005,54010213,54010541,329,99
UCE0005-XCE0005,53969715,53970043,329,91
UCE0005-XCE0005,53932089,53932417,329,98
UCE0005-XCE0005,53831682,53832010,329,97
UCE0005-XCE0005,54061208,54061536,329,98
UCE0005-XCE0005,53735740,53736068,329,57
UCE0005-XCE0005,54074394,54074722,329,105
UCE0005-XCE0005,53817325,53817653,329,129
UCE0005-XCE0005,53983707,53984035,329,112
UCE0005-XCE0005,53832549,53832877,329,95
UCE0005-XCE0005,53908280,53908608,329,109
UCE0005-XCE0005,53769817,53770145,329,96
UCE0005-XCE0005,53972905,53973233,329,101
UCE0005-XCE0005,53876801,53877129,329,102
UCE0005-XCE0005,53797928,53798256,329,98
UCE0005-XCE0005,54129088,54129416,329,103
UCE0005-XCE0005,53869011,53869339,329,95
UCE0005-XCE0005,53767482,53767810,329,102
UCE0005-XCE0005,53975691,53976019,329,94
UCE0005-XCE0005,54021833,54022161,329,108
UCE0005-XCE0005,53965427,53965755,329,94
UCE0005-XCE0005,54126511,54126839,329,83
UCE0005-XCE0005,53862188,53862516,329,132
UCE0005-XCE0005,53857594,53857922,329,126
UCE0005-XCE0005,53830532,53830860,329,82
UCE0005-XCE0005,53945373,53945701,329,89
UCE0005-XCE0005,53745881,53746209,329,89
UCE0005-XCE0005,53867646,53867974,329,104
UCE0005-XCE0005,53816677,53817005,329,95
UCE0005-XCE0005,53784478,53784806,329,91
UCE0005-XCE0005,53866512,53866840,329,84
UCE0005-XCE0005,53956204,53956532,329,101
UCE0005-XCE0005,53911487,53911815,329,103
UCE0005-XCE0005,53929210,53929538,329,100
UCE0005-XCE0005,53932050,53932378,329,98
UCE0005-XCE0005,53942473,53942801,329,108
UCE0005-XCE0005,54020561,54020889,329,79
UCE0005-XCE0005,53711933,53712261,329,0
UCE0005-XCE0005,53729414,53729742,329,0
UCE0005-XCE0005,53800679,53801007,329,98
UCE0005-XCE0005,53837507,53837835,329,80
UCE0005-XCE0005,53988237,53988565,329,105
UCE0005-XCE0005,53720665,53720993,329,0
UCE0005-XCE0005,54040672,54041000,329,90
UCE0005-XCE0005,53911276,53911604,329,102
UCE0005-XCE0005,54081485,54081813,329,93
UCE0005-XCE0005,53962155,53962483,329,86
UCE0005-XCE0005,53891573,53891901,329,89
UCE0005-XCE0005,53976778,53977106,329,96
UCE0005-XCE0005,53892749,53893077,329,99
UCE0005-XCE0005,54087792,54088120,329,112
UCE0005-XCE0005,53942739,53943067,329,98
UCE0005-XCE0005,53761566,53761894,329,90
UCE0005-XCE0005,53795410,53795738,329,110
UCE0005-XCE0005,53816693,53817021,329,96
UCE0005-XCE0005,53858321,53858649,329,95
UCE0005-XCE0005,53943789,53944117,329,103
UCE0005-XCE0005,54045262,54045590,329,107
UCE0005-XCE0005,54041894,54042222,329,102
UCE0005-XCE0005,53967139,53967467,329,84
UCE0005-XCE0005,53777377,53777705,329,98
UCE0005-XCE0005,54102811,54103139,329,94
UCE0005-XCE0005,54083857,54084185,329,95
UCE0005-XCE0005,53933108,53933436,329,83
UCE0005-XCE0005,53917258,53917586,329,134
UCE0005-XCE0005,54072389,54072717,329,94
UCE0005-XCE0005,53724807,53725135,329,0
UCE0005-XCE0005,54024866,54025194,329,94
UCE0005-XCE0005,54120335,54120663,329,88
UCE0005-XCE0005,53839848,53840176,329,99
UCE0005-XCE0005,53786601,53786929,329,102
UCE0005-XCE0005,53803536,53803864,329,113
UCE0005-XCE0005,53932936,53933264,329,91
UCE0005-XCE0005,54132019,54132347,329,83
UCE0005-XCE0005,53958175,53958503,329,90
UCE0005-XCE0005,53987362,53987690,329,99
UCE0005-XCE0005,53854248,53854576,329,117
UCE0005-XCE0005,53776543,53776871,329,94
UCE0005-XCE0005,53772684,53773012,329,117
UCE0005-XCE0005,53835226,53835554,329,96
UCE0005-XCE0005,53707576,53707904,329,0
UCE0005-XCE0005,53781044,53781372,329,86
UCE0005-XCE0005,54093892,54094220,329,102
UCE0005-XCE0005,54093129,54093457,329,105
UCE0005-XCE0005,54054016,54054344,329,99
UCE0005-XCE0005,53996759,53997087,329,97
UCE0005-XCE0005,53705084,53705412,329,0
UCE0005-XCE0005,53855785,53856113,329,84
UCE0005-XCE0005,54046760,54047088,329,92
UCE0005-XCE0005,53813652,53813980,329,89
UCE0005-XCE0005,54075835,54076163,329,132
UCE0005-XCE0005,53973090,53973418,329,86
UCE0005-XCE0005,54007825,54008153,329,93
UCE0005-XCE0005,54122783,54123111,329,106
UCE0005-XCE0005,53926514,53926842,329,113
UCE0005-XCE0005,53869746,53870074,329,115
UCE0005-XCE0005,53961987,53962315,329,104
UCE0005-XCE0005,53899665,53899993,329,76
UCE0005-XCE0005,53781023,53781351,329,89
UCE0005-XCE0005,53744076,53744404,329,121
UCE0005-XCE0005,53911152,53911480,329,106
UCE0005-XCE0005,53997359,53997687,329,86
UCE0005-XCE0005,54076343,54076671,329,124
UCE0005-XCE0005,53859118,53859446,329,85
UCE0005-XCE0005,53745084,53745412,329,117
UCE0005-XCE0005,53792559,53792887,329,77
UCE0005-XCE0005,53770628,53770956,329,86
UCE0005-XCE0005,53726241,53726569,329,0
UCE0005-XCE0005,53864726,53865054,329,101
UCE0005-XCE0005,54109609,54109937,329,100
UCE0005-XCE0005,53759935,53760263,329,99
UCE0005-XCE0005,54141422,54141750,329,89
UCE0005-XCE0005,54117093,54117421,329,87
UCE0005-XCE0005,53943773,53944101,329,104
UCE0005-XCE0005,53770350,53770678,329,88
UCE0005-XCE0005,53923069,53923397,329,115
UCE0005-XCE0005,54111233,54111561,329,104
UCE0005-XCE0005,54015042,54015370,329,91
UCE0005-XCE0005,53757412,53757740,329,91
UCE0005-XCE0005,53868346,53868674,329,77
UCE0005-XCE0005,53918483,53918811,329,103
UCE0005-XCE0005,53931071,53931399,329,95
UCE0005-XCE0005,53964220,53964548,329,114
UCE0005-XCE0005,53905987,53906315,329,100
UCE0005-XCE0005,54007469,54007797,329,85
UCE0005-XCE0005,53713849,53714177,329,0
UCE0005-XCE0005,53863163,53863491,329,80
UCE0005-XCE0005,54004819,54005147,329,108
UCE0005-XCE0005,54077750,54078078,329,45
UCE0005-XCE0005,53933603,53933931,329,104
UCE0005-XCE0005,53792182,53792510,329,121
UCE0005-XCE0005,53906467,53906795,329,91
UCE0005-XCE0005,54156133,54156461,329,68
UCE0005-XCE0005,53938592,53938920,329,103
UCE0005-XCE0005,54131896,54132224,329,89
UCE0005-XCE0005,54024714,54025042,329,106
UCE0005-XCE0005,53851351,53851679,329,94
UCE0005-XCE0005,53725940,53726268,329,0
UCE0005-XCE0005,54071452,54071780,329,96
UCE0005-XCE0005,54065006,54065334,329,92
UCE0005-XCE0005,54109933,54110261,329,107
UCE0005-XCE0005,53995417,53995745,329,94
UCE0005-XCE0005,53726014,53726342,329,0
UCE0005-XCE0005,53761157,53761485,329,87
UCE0005-XCE0005,53764018,53764346,329,83
UCE0005-XCE0005,53744042,53744370,329,114
UCE0005-XCE0005,53882184,53882512,329,87
UCE0005-XCE0005,53704408,53704736,329,0
UCE0005-XCE0005,53985582,53985910,329,96
UCE0005-XCE0005,53922795,53923123,329,108
UCE0005-XCE0005,53876757,53877085,329,97
UCE0005-XCE0005,53993883,53994211,329,96
UCE0005-XCE0005,54146613,54146941,329,92
UCE0005-XCE0005,54090491,54090819,329,103
UCE0005-XCE0005,53822685,53823013,329,86
UCE0005-XCE0005,53929178,53929506,329,103
UCE0005-XCE0005,54121793,54122121,329,85
UCE0005-XCE0005,54027712,54028040,329,95
UCE0005-XCE0005,54043320,54043648,329,97
UCE0005-XCE0005,54157519,54157847,329,0
UCE0005-XCE0005,53729675,53730003,329,0
UCE0005-XCE0005,53707458,53707786,329,0
UCE0005-XCE0005,54008869,54009197,329,107
UCE0005-XCE0005,53945957,53946285,329,89
UCE0005-XCE0005,54132200,54132528,329,83
UCE0005-XCE0005,53804301,53804629,329,77
UCE0005-XCE0005,53956418,53956746,329,110
UCE0005-XCE0005,54103800,54104128,329,93
UCE0005-XCE0005,53918618,53918946,329,120
UCE0005-XCE0005,53929911,53930239,329,94
UCE0005-XCE0005,54106369,54106697,329,89
UCE0005-XCE0005,54063105,54063433,329,90
UCE0005-XCE0005,54127609,54127937,329,88
UCE0005-XCE0005,53790797,53791125,329,92
UCE0005-XCE0005,53925662,53925990,329,101
UCE0005-XCE0005,54046270,54046598,329,106
UCE0005-XCE0005,54000301,54000629,329,92
UCE0005-XCE0005,53901989,53902317,329,99
UCE0005-XCE0005,53974794,53975122,329,94
UCE0005-XCE0005,53797402,53797730,329,102
UCE0005-XCE0005,54111161,54111489,329,103
UCE0005-XCE0005,54044379,54044707,329,108
UCE0005-XCE0005,53754875,53755203,329,101
UCE0005-XCE0005,53818283,53818611,329,103
UCE0005-XCE0005,54002107,54002435,329,113
UCE0005-XCE0005,53766730,53767058,329,91
UCE0005-XCE0005,53923966,53924294,329,96
UCE0005-XCE0005,54072324,54072652,329,92
UCE0005-XCE0005,53870109,53870437,329,102
UCE0005-XCE0005,54137679,54138007,329,114
UCE0005-XCE0005,53964440,53964768,329,90
UCE0005-XCE0005,53849291,53849619,329,126
UCE0005-XCE0005,53766649,53766977,329,96
UCE0005-XCE0005,53814650,53814978,329,82
UCE0005-XCE0005,54089846,54090174,329,81
UCE0005-XCE0005,54156604,54156932,329,0
UCE0005-XCE0005,53869888,53870216,329,105
UCE0005-XCE0005,54118164,54118492,329,94
UCE0005-XCE0005,53984678,53985006,329,114
UCE0005-XCE0005,53740323,53740651,329,97
UCE0005-XCE0005,53863531,53863859,329,95
UCE0005-XCE0005,54059026,54059354,329,92
UCE0005-XCE0005,53957207,53957535,329,106
UCE0005-XCE0005,53909352,53909680,329,97
UCE0005-XCE0005,54091801,54092129,329,103
UCE0005-XCE0005,53852677,53853005,329,90
UCE0005-XCE0005,53743383,53743711,329,86
UCE0005-XCE0005,54114340,54114668,329,88
UCE0005-XCE0005,53864391,53864719,329,88
UCE0005-XCE0005,53921280,53921608,329,91
UCE0005-XCE0005,54102458,54102786,329,97
UCE0005-XCE0005,53976235,53976563,329,92
UCE0005-XCE0005,54053503,54053831,329,110
UCE0005-XCE0005,53772358,53772686,329,100
UCE0005-XCE0005,53906179,53906507,329,105
UCE0005-XCE0005,53821438,53821766,329,105
UCE0005-XCE0005,54051440,54051768,329,103
UCE0005-XCE0005,53776297,53776625,329,81
UCE0005-XCE0005,54003858,54004186,329,100
UCE0005-XCE0005,54112107,54112435,329,89
UCE0005-XCE0005,53892374,53892702,329,114
UCE0005-XCE0005,53715951,53716279,329,0
UCE0005-XCE0005,53709312,53709640,329,0
UCE0005-XCE0005,53800046,53800374,329,107
UCE0005-XCE0005,54064213,54064541,329,100
UCE0005-XCE0005,54037791,54038119,329,85
UCE0005-XCE0005,53730410,53730738,329,0
UCE0005-XCE0005,53724934,53725262,329,0
UCE0005-XCE0005,53736276,53736604,329,104
UCE0005-XCE0005,54127623,54127951,329,90
UCE0005-XCE0005,53970104,53970432,329,101
UCE0005-XCE0005,53776109,53776437,329,97
UCE0005-XCE0005,53848388,53848716,329,108
UCE0005-XCE0005,53892728,53893056,329,98
UCE0005-XCE0005,53902715,53903043,329,92
UCE0005-XCE0005,54074718,54075046,329,93
UCE0005-XCE0005,53847949,53848277,329,98
UCE0005-XCE0005,53943939,53944267,329,101
UCE0005-XCE0005,54127344,54127672,329,101
UCE0005-XCE0005,53966734,53967062,329,82
UCE0005-XCE0005,53714928,53715256,329,0
UCE0005-XCE0005,53952620,53952948,329,101
UCE0005-XCE0005,53896721,53897049,329,87
UCE0005-XCE0005,53720828,53721156,329,0
UCE0005-XCE0005,53973266,53973594,329,99
UCE0005-XCE0005,54122509,54122837,329,97
UCE0005-XCE0005,53982347,53982675,329,87
UCE0005-XCE0005,53940600,53940928,329,99
UCE0005-XCE0005,54101198,54101526,329,91
UCE0005-XCE0005,53901647,53901975,329,121
UCE0005-XCE0005,53877331,53877659,329,96
UCE0005-XCE0005,54147297,54147625,329,97
UCE0005-XCE0005,53927413,53927741,329,114
UCE0005-XCE0005,54021162,54021490,329,115
UCE0005-XCE0005,54105534,54105862,329,96
UCE0005-XCE0005,53849705,53850033,329,129
UCE0005-XCE0005,54038915,54039243,329,116
UCE0005-XCE0005,54101352,54101680,329,96
UCE0005-XCE0005,54019863,54020191,329,107
UCE0005-XCE0005,54008939,54009267,329,102
UCE0005-XCE0005,53824602,53824930,329,89
UCE0005-XCE0005,53817580,53817908,329,96
UCE0005-XCE0005,53882725,53883053,329,91
UCE0005-XCE0005,53885276,53885604,329,103
UCE0005-XCE0005,54148983,54149311,329,91
UCE0005-XCE0005,54147988,54148316,329,118
UCE0005-XCE0005,53970681,53971009,329,94
UCE0005-XCE0005,54050472,54050800,329,113
UCE0005-XCE0005,53810450,53810778,329,89
UCE0005-XCE0005,53878975,53879303,329,94
UCE0005-XCE0005,54144520,54144848,329,100
UCE0005-XCE0005,53763320,53763648,329,122
UCE0005-XCE0005,53704557,53704885,329,0
UCE0005-XCE0005,53866389,53866717,329,93
UCE0005-XCE0005,53744768,53745096,329,100
UCE0005-XCE0005,53878187,53878515,329,111
UCE0005-XCE0005,54157438,54157766,329,0
UCE0005-XCE0005,53875094,53875422,329,95
UCE0005-XCE0005,53923956,53924284,329,97
UCE0005-XCE0005,53807199,53807527,329,98
UCE0005-XCE0005,53955266,53955594,329,103
UCE0005-XCE0005,53949270,53949598,329,98
UCE0005-XCE0005,53790809,53791137,329,96
UCE0005-XCE0005,53806598,53806926,329,95
UCE0005-XCE0005,53866755,53867083,329,95
UCE0005-XCE0005,54019225,54019553,329,116
UCE0005-XCE0005,53739778,53740106,329,91
UCE0005-XCE0005,53925080,53925408,329,105
UCE0005-XCE0005,53854097,53854425,329,103
UCE0005-XCE0005,53835025,53835353,329,104
UCE0005-XCE0005,53736967,53737295,329,120
UCE0005-XCE0005,53991884,53992212,329,98
UCE0005-XCE0005,53791844,53792172,329,88
UCE0005-XCE0005,53898518,53898846,329,90
UCE0005-XCE0005,53787007,53787335,329,94
UCE0005-XCE0005,54123605,54123933,329,105
UCE0005-XCE0005,53874211,53874539,329,98
UCE0005-XCE0005,54030156,54030484,329,85
UCE0005-XCE0005,54155715,54156043,329,116
UCE0005-XCE0005,53837811,53838139,329,87
UCE0005-XCE0005,53893378,53893706,329,112
UCE0005-XCE0005,53979490,53979818,329,90
UCE0005-XCE0005,53895963,53896291,329,104
UCE0005-XCE0005,53918559,53918887,329,112
UCE0005-XCE0005,53874000,53874328,329,96
UCE0005-XCE0005,54008526,54008854,329,83
UCE0005-XCE0005,53972184,53972512,329,96
UCE0005-XCE0005,54068732,54069060,329,90
UCE0005-XCE0005,53888803,53889131,329,115
UCE0005-XCE0005,53950592,53950920,329,104
UCE0005-XCE0005,53817270,53817598,329,137
UCE0005-XCE0005,53900477,53900805,329,88
UCE0005-XCE0005,53896748,53897076,329,87
UCE0005-XCE0005,53950577,53950905,329,104
UCE0005-XCE0005,53935328,53935656,329,103
UCE0005-XCE0005,53952125,53952453,329,102
UCE0005-XCE0005,53855073,53855401,329,72
UCE0005-XCE0005,53718559,53718887,329,0
UCE0005-XCE0005,53796786,53797114,329,99
UCE0005-XCE0005,53850090,53850418,329,96
UCE0005-XCE0005,53974329,53974657,329,102
UCE0005-XCE0005,53862181,53862509,329,132
UCE0005-XCE0005,53791131,53791459,329,93
UCE0005-XCE0005,53993921,53994249,329,96
UCE0005-XCE0005,53768514,53768842,329,92
UCE0005-XCE0005,54071859,54072187,329,78
UCE0005-XCE0005,53745510,53745838,329,75
UCE0005-XCE0005,53946896,53947224,329,98
UCE0005-XCE0005,53729821,53730149,329,0
UCE0005-XCE0005,53899734,53900062,329,78
UCE0005-XCE0005,53938873,53939201,329,108
UCE0005-XCE0005,54116108,54116436,329,91
UCE0005-XCE0005,53759294,53759622,329,108
UCE0005-XCE0005,53951917,53952245,329,97
UCE0005-XCE0005,53794485,53794813,329,124
UCE0005-XCE0005,54118588,54118916,329,102
UCE0005-XCE0005,54051769,54052097,329,87
UCE0005-XCE0005,53956579,53956907,329,111
UCE0005-XCE0005,53773836,53774164,329,101
UCE0005-XCE0005,53731143,53731471,329,0
UCE0005-XCE0005,53727107,53727435,329,0
UCE0005-XCE0005,54020891,54021219,329,121
UCE0005-XCE0005,53973935,53974263,329,94
UCE0005-XCE0005,54115174,54115502,329,128
UCE0005-XCE0005,53938992,53939320,329,98
UCE0005-XCE0005,53861193,53861521,329,104
UCE0005-XCE0005,53965156,53965484,329,127
UCE0005-XCE0005,53767312,53767640,329,100
UCE0005-XCE0005,53951467,53951795,329,112
UCE0005-XCE0005,53822312,53822640,329,108
UCE0005-XCE0005,53895476,53895804,329,107
UCE0005-XCE0005,53721015,53721343,329,0
UCE0005-XCE0005,53773071,53773399,329,144
UCE0005-XCE0005,53762903,53763231,329,95
UCE0005-XCE0005,53715954,53716282,329,0
UCE0005-XCE0005,54120602,54120930,329,129
UCE0005-XCE0005,53980027,53980355,329,92
UCE0005-XCE0005,53924370,53924698,329,71
UCE0005-XCE0005,53861201,53861529,329,103
UCE0005-XCE0005,54037604,54037932,329,101
UCE0005-XCE0005,53763977,53764305,329,88
UCE0005-XCE0005,53720566,53720894,329,0
UCE0005-XCE0005,53754858,53755186,329,103
UCE0005-XCE0005,53951301,53951629,329,93
UCE0005-XCE0005,53959387,53959715,329,90
UCE0005-XCE0005,53718285,53718613,329,0
UCE0005-XCE0005,53971133,53971461,329,97
UCE0005-XCE0005,54046596,54046924,329,95
UCE0005-XCE0005,53871517,53871845,329,89
UCE0005-XCE0005,53864632,53864960,329,104
UCE0005-XCE0005,53977497,53977825,329,98
UCE0005-XCE0005,53884997,53885325,329,131
UCE0005-XCE0005,53832548,53832876,329,95
UCE0005-XCE0005,54152902,54153230,329,97
UCE0005-XCE0005,53794184,53794512,329,104
UCE0005-XCE0005,54064310,54064638,329,105
UCE0005-XCE0005,53986816,53987144,329,89
UCE0005-XCE0005,53765619,53765947,329,127
UCE0005-XCE0005,53948975,53949303,329,112
UCE0005-XCE0005,53902486,53902814,329,89
UCE0005-XCE0005,53731410,53731738,329,0
UCE0005-XCE0005,53786765,53787093,329,100
UCE0005-XCE0005,54054261,54054589,329,95
UCE0005-XCE0005,54141845,54142173,329,97
UCE0005-XCE0005,53739873,53740201,329,89
UCE0005-XCE0005,53918059,53918387,329,86
UCE0005-XCE0005,53960601,53960929,329,102
UCE0005-XCE0005,54014064,54014392,329,107
UCE0005-XCE0005,54020911,54021239,329,124
UCE0005-XCE0005,53864994,53865322,329,98
UCE0005-XCE0005,54030546,54030874,329,99
UCE0005-XCE0005,54157481,54157809,329,0
UCE0005-XCE0005,53787399,53787727,329,87
UCE0005-XCE0005,54007275,54007603,329,83
UCE0005-XCE0005,54078110,54078438,329,77
UCE0005-XCE0005,53795598,53795926,329,99
UCE0005-XCE0005,53999070,53999398,329,120
UCE0005-XCE0005,54132986,54133314,329,96
UCE0005-XCE0005,53980996,53981324,329,98
UCE0005-XCE0005,54130861,54131189,329,102
UCE0005-XCE0005,53807395,53807723,329,100
UCE0005-XCE0005,54082510,54082838,329,98
UCE0005-XCE0005,53970266,53970594,329,111
UCE0005-XCE0005,53794300,53794628,329,126
UCE0005-XCE0005,53818282,53818610,329,102
UCE0005-XCE0005,54087269,54087597,329,90
UCE0005-XCE0005,54030714,54031042,329,114
UCE0005-XCE0005,54011657,54011985,329,102
UCE0005-XCE0005,53743079,53743407,329,110
UCE0005-XCE0005,54043936,54044264,329,95
UCE0005-XCE0005,54052796,54053124,329,98
UCE0005-XCE0005,53843995,53844323,329,100
UCE0005-XCE0005,54090572,54090900,329,102
UCE0005-XCE0005,54034554,54034882,329,93
UCE0005-XCE0005,54047945,54048273,329,90
UCE0005-XCE0005,54044516,54044844,329,107
UCE0005-XCE0005,53880956,53881284,329,98
UCE0005-XCE0005,53886525,53886853,329,108
UCE0005-XCE0005,54010045,54010373,329,90
UCE0005-XCE0005,54050981,54051309,329,95
UCE0005-XCE0005,54003491,54003819,329,103
UCE0005-XCE0005,53863401,53863729,329,96
UCE0005-XCE0005,53843817,53844145,329,103
UCE0005-XCE0005,53730238,53730566,329,0
UCE0005-XCE0005,53905297,53905625,329,98
UCE0005-XCE0005,54046996,54047324,329,98
UCE0005-XCE0005,54050431,54050759,329,106
UCE0005-XCE0005,53961487,53961815,329,89
UCE0005-XCE0005,54006022,54006350,329,101
UCE0005-XCE0005,54092203,54092531,329,106
UCE0005-XCE0005,54104310,54104638,329,84
UCE0005-XCE0005,53865911,53866239,329,93
UCE0005-XCE0005,53747335,53747663,329,104
UCE0005-XCE0005,53940289,53940617,329,107
UCE0005-XCE0005,54030844,54031172,329,122
UCE0005-XCE0005,54004551,54004879,329,123
UCE0005-XCE0005,53728946,53729274,329,0
UCE0005-XCE0005,54150866,54151194,329,102
UCE0005-XCE0005,53722232,53722560,329,0
UCE0005-XCE0005,53870387,53870715,329,85
UCE0005-XCE0005,53840502,53840830,329,109
UCE0005-XCE0005,53785486,53785814,329,104
UCE0005-XCE0005,53990277,53990605,329,99
UCE0005-XCE0005,54094682,54095010,329,109
UCE0005-XCE0005,53990771,53991099,329,107
UCE0005-XCE0005,53826297,53826625,329,86
UCE0005-XCE0005,53783794,53784122,329,91
UCE0005-XCE0005,53845899,53846227,329,110
UCE0005-XCE0005,53866103,53866431,329,93
UCE0005-XCE0005,53869065,53869393,329,91
UCE0005-XCE0005,53837062,53837390,329,82
UCE0005-XCE0005,53733276,53733604,329,0
UCE0005-XCE0005,53721034,53721362,329,0
UCE0005-XCE0005,53777609,53777937,329,94
UCE0005-XCE0005,54141466,54141794,329,101
UCE0005-XCE0005,53943896,53944224,329,100
